Id,method,comment,isConsistent,tokensLength
1871,"private ToolkitDescriptor createToolkitDescriptor(
        IConfigurationElement  element, CompSystem compSystem) 
        throws ToolkitPluginException {
        
        final String toolkitId = element.getAttribute(
            ToolkitConstants.ATTR_TOOLKITID);
        try {
            if (compSystem.getToolkitDescriptor(toolkitId) == null) {
                
                final String name = element.getAttribute(
                    ToolkitConstants.ATTR_NAME);
                final String level = element.getAttribute(
                    ToolkitConstants.ATTR_LEVEL);
                final boolean isUserToolkit = Boolean.parseBoolean(element
                    .getAttribute(ToolkitConstants.ATTR_ISUSERTOOLKIT));
                final String includes = String.valueOf(element.getAttribute(
                    ToolkitConstants.ATTR_INCLUDES));
                final String depends = String.valueOf(element.getAttribute(
                    ToolkitConstants.ATTR_DEPENDS));
                final int order = Integer.parseInt(element.getAttribute(
                    ToolkitConstants.ATTR_ORDER));
                final ConfigVersion configVersion = compSystem
                    .getConfigVersion();
                final int majorVersion = configVersion.getMajorVersion();
                final int minorVersion = configVersion.getMinorVersion();
                final ToolkitDescriptor descr = 
                    new ToolkitDescriptor(toolkitId, name, 
                        includes, depends, level, order, isUserToolkit, 
                        majorVersion, minorVersion);
                compSystem.addToolkitPluginDescriptor(toolkitId, descr);
                return descr;
            }
        } catch (NumberFormatException e) {
            log.error(e.getLocalizedMessage(), e);
            throw new ToolkitPluginException(
                Messages.ErrorWhileReadingAttributes + StringConstants.COLON
                + StringConstants.SPACE
                + String.valueOf(toolkitId), e);
        } catch (InvalidRegistryObjectException e) {
            log.error(e.getLocalizedMessage(), e);
            throw new ToolkitPluginException(
                Messages.ErrorWhileReadingAttributes + StringConstants.COLON
                + StringConstants.SPACE
                + String.valueOf(toolkitId), e);
        } 
        return null;
    }",Creates a  ToolkitDescriptor which hold the attributes of the Toolkit and adds the Descriptor to the given CompSystem.,1,492
1872,"public Hashtable getUserProperties() {
        PropertyHelper ph = PropertyHelper.getPropertyHelper(this);
        return ph.getUserProperties();
    }",Returns a copy of the user property hashtable,1,38
1873,"public int copyFromLocal(File srcFile, TachyonURI dstPath) throws IOException {
    int ret = copyPath(srcFile, mTfs, dstPath);
    if (ret == 0) {
      System.out.println(""Copied "" + srcFile.getPath() + "" to "" + dstPath);
    }
    return ret;
  }",Copies a file or directory specified by srcPath from the local filesystem to dstPath in the Tachyon filesystem space.,1,98
1874,"private static String findValidPath(EnvVar... vars) throws AndroidLocationException {
        for (EnvVar var : vars) {
            String path = var.validatePath(true);
            if (path != null) {
                return path;
            }
        }
        return null;
    }","Checks a list of system properties and/or system environment variables for validity, and returns the first one.",1,87
1875,"protected FXBendConnectionPolicy getBendPolicy() {
		return bendPolicy;
	}",Returns the  FXBendConnectionPolicy to use for manipulating the  #getTargetPart().,1,19
1876,"public <T> Exception onSubscribeError(Observable<T> observableInstance, Exception e) {
        // pass-thru by default
        return e;
    }",Invoked after failed execution of  Observable#subscribe(Observer) with thrown Exception.,1,37
1877,"private static boolean findComposedPath(String start, String end,
                                            Vector path) {
        path.addElement(start);
        // composedCache lists all links emanating from a node
        String[] links = (String[]) composedCache.get(start);
        if (links != null) {
            for (int i=0; i<links.length; ++i) {
                if (links[i].equals(end)) {
                    path.addElement(end);
                    return true;
                }
            }
            for (int i=0; i<links.length; ++i) {
                // Avoid cycles: ignore links already on our path
                if (path.indexOf(links[i]) >= 0) {
                    continue;
                }
                if (findComposedPath(links[i], end, path)) {
                    return true;
                }
            }
        }
        path.removeElementAt(path.size() - 1);    
        return false;
    }",Find a path through the composed transliterator graph.,1,258
1878,"public Entry getEntryForXIndex(int x) {

//        for (int i = 0; i < mYVals.size(); i++) {
//            if (xIndex == mYVals.get(i).getXIndex())
//                return mYVals.get(i);
//        }

        int low = 0;
        int high = mYVals.size();

        while (low <= high) {
            int m = (high + low) / 2;

            if (x == mYVals.get(m).getXIndex()) {
                return mYVals.get(m);
            }

            if (x > mYVals.get(m).getXIndex())
                low = m + 1;
            else
                high = m - 1;
        }

        return null;
    }",Returns the first Entry object found at the given xIndex with binary search.,1,181
1879,"public boolean mkdirs(TachyonURI path) throws FileAlreadyExistException, InvalidPathException,
      IOException {
    return mkdirs(path, true);
  }",Convenience method to mkdirs recursively.,1,39
1880,"public IConnectionRouter getRouter() {
		return router;
	}",Returns the  IConnectionRouter of this  Connection.,1,19
1881,"public static Community create(Community parent, Context context)
            throws SQLException, AuthorizeException
    {
        return create(parent, context, null);
    }","Create a new top-level community, with a new ID.",1,47
1882,"public static SequenceIntervalCollection decode(String s)
			throws InvalidSequenceIntervalException {
		SequenceIntervalCollection result = new SequenceIntervalCollection();
		StringTokenizer t = new StringTokenizer(s, "","");
		while (t.hasMoreTokens()) {
			String token = t.nextToken();
			result.intervalList.add(SequenceInterval.decode(token));
		}
		result.sort();
		result.simplify();
		return result;
	}",Decode SequenceIntervalCollection from String.,1,125
1883,"public YearMonthDay getYearMonthDay() {
            return iYearMonthDay;
        }",Gets the partial that this property belongs to.,1,19
1884,"public static Process execute(final List<String> commands, final String[] envp, final File dir) throws IOException {
        return Runtime.getRuntime().exec((String[]) (commands == null ? null : commands.toArray(new String[commands.size()])), envp, dir);
    }","Executes the command specified by the String list given in the first parameter, with the environment defined by envp and under the working directory dir.",1,99
1885,"private SourceMapParser processSourceMap(Result result, List<JsContent> allInputs) {
    StringBuilder sb = new StringBuilder();
    try {
      if (result.sourceMap != null) {
        result.sourceMap.appendTo(sb, ""done"");
        return SourceMapParser.parse(sb.toString(), allInputs);
      }
    } catch (SourceMapParseException e) { // null response
    } catch (IOException e) { // null response
    }
    return null;
  }",Pull the source map out of the given closure  Result and construct a  SourceMapParser.,1,135
1886,"public final ObjectConstantOperand asObjectConstant() {
    return (ObjectConstantOperand) this;
  }",Cast to an  ObjectConstantOperand.,1,25
1887,"@NonNull
        public SQLiteTypeMapping<T> build() {
            return new SQLiteTypeMapping<T>(
                    putResolver,
                    getResolver,
                    deleteResolver
            );
        }",Builds new immutable instance of  SQLiteTypeMapping.,1,45
1888,"public static boolean quietlyInvokeMethodsWithAnnotation(final Class<? extends Annotation> annotation, final Object instance, final ProcessorLog logger, final Object... args) {
        return quietlyInvokeMethodsWithAnnotation(annotation, null, instance, logger, args);
    }",Invokes all methods on the given instance that have been annotated with the given Annotation.,1,72
1889,"public Object newInstance(final AbstractTransactionContext tx)
    throws PersistenceException {
        try { 
            InstanceFactory entityFactory = tx.getInstanceFactory();
            ClassLoader entityLoader = tx.getDatabase().getClassLoader();
            if (entityFactory != null) {
                return entityFactory.newInstance(_name, entityLoader);
            }
            Class<?> aClass = ClassLoadingUtils.loadClass(entityLoader, _name);
            return aClass.newInstance();
        } catch (Exception e) {
            throw new PersistenceException(e.getMessage(), e);
        }
    }",Return a new instance of the base class with InstanceFactory and ClassLoader of the provided AbstractTransactionContext.,1,157
1890,"public boolean keyIsInRelation()
    {
        return partitionKeyRestrictions.isIN();
    }",Checks if the restrictions on the partition key is an IN restriction.,1,24
1891,"private KnowledgePackageImp createPackageFromResource(Resource resource) {
        return this.createPackageFromResource( resource,
                                               null );
    }","Same as  #createPackageFromResource(org.drools.io.Resource, org.drools.builder.KnowledgeBuilder) createPackageFromResource(org.drools.io.Resource, null)",1,33
1892,"public static XBooleanListValue addBooleanToList(XID actorID, XField field, boolean bool) {
		XValue value = field.getValue();
		
		if(value == null) {
			return null;
		}
		
		if(value instanceof XBooleanListValue) {
			XBooleanListValue listValue = (XBooleanListValue)value;
			
			// manipulate the contained list
			listValue = addBooleanToList(listValue, listValue.size(), bool);
			field.setValue(actorID, listValue);
			return listValue;
		} else {
			return null;
		}
	}",Appends a new boolean to end of the  XBooleanListValue of the given  XField.,1,153
